url
https://interviewing.io/blog
https://interviewing.io/topics#companies
https://interviewing.io/learn#interview-guides
https://nilmamano.com/blog/category/dsa
https://shreycation.substack.com
https://a16z.com/news-content/
http://www.paulgraham.com/articles.html 
https://quill.co/blog
